d_0011,infusion drotrecogin alfa activated
p_MYCO500T,mycophenolate mofetil
p_NABC50I,sodium
p_NABC50I,sodiu
p_NABC50I,sod
p_NABC50I,sodium bi
p_NABC50I,sodium bica
p_NABC50I,sodium bicarb
p_NABC50S,sodi
p_NABC50S,sodium bic
p_NABC50S,sodium bicar
p_NABC50S,sodium bicarbo
p_NABC50S,sodium bicarbonate
p_NACL1,sodium chloride
p_NACL234,neo*po*sodium chloride
p_NACLFLUSH,sodium chloride flush
p_NADO20,nadolol
p_NALO3L,naloxo
p_NALO4I,naloxone hcl
p_NALO4I,naloxone
p_NAPR250,naproxen
p_NEBU2500I,pentobarbital sodium
p_NEOAQUA,neo*aquaphor
p_NEOCHL,neo*po*chlorothiazide
p_NEOFER,neo*po*ferrous sulfate elixer
p_NEOFER,neo*po*ferrous sulfate elixir
p_NEOKCL,neo*po*potassium chloride
p_NEOM30O,neomycin polymyxin bacitracin
p_NEOM500,neomycin sulfate
p_NEOMET30L,neo*po*metoclopramide
p_NEOMET30L,neo*iv*metoclopramide
p_NEONEOIH,neo*nasal*phenylephrine
p_NEOPOLYVI,neo*po*poly vi solution
p_NEOR100,cyclo
p_NEOR100L,cyclosporine modified
p_NEOR100L,neoral
p_NEORAN,neo*po*ranitidine
p_NEOSI,neostigmine
p_NEOTRIVIT,pediatric vitamins adc
p_NEOVIDAYLIN,vi daylin multivitamin drops
p_NEOVITE,neo*po*vitamin drops
p_NEPH1,nephro
p_NEPH1,nephrocaps
p_NESI1.5I,nesiritide
p_NEUT,neut
p_NEUT,neutr
p_NEUT,neutra phos
p_NEUT,neutra
p_NEVI200,nevirapine
p_NIAC500SR,niacin
p_NIAC500SR,niaspan extended release
p_NIAC500SR,nicotinic acid sr
p_NIAC500SR,niac
p_NIAC500SR,nicot
p_NIAC500SR,nia
p_NIAC500SR,niaspan
p_NIAC500SR,nicoti
p_NIAC500SR,niacin sr
p_NIAC500SR,niaci
p_NICA2.5I,nicardipine hcl
p_NICA2.5I,nicardipine
p_NICO14P,nicotine
p_NICO2,nicotine lozenge
p_NICO2,nicotine polacrilex
p_NICO21P,nicoderm cq
p_NICO7P,nicotine patch
p_NIFE10,nifedipine
p_NIFR150,iron
p_NIFR150,iron polysaccharides complex
p_NIFR150,polysaccharide iron complex
p_NIFR150,nifer
p_NIMO30,nimodipine
p_NITP50I,nitroprusside sodium
p_NITR50,nitrofurantoin
p_NITRO1O,nitroglycerin ointment
p_NMORP,neo*iv*morphine sulfate
p_NORT25,nortriptyline
p_NOVOR100I,insulin reg human
p_NOVOR100I,novolin r
p_NTG100PM,nitroglycerin
p_NTG2O,nitroglycerin oint.
p_NTG3SL,nitroglycerin sl
p_NTG5P,nitroglycerin patch
p_NTPN,neo*iv*parenteral nutrition
p_NYST5L,nystatin oral susp.
p_NYST5L,nystatin
p_NYST5L,nystat
p_NYST5L,nystatin oral
p_NYST5L,ny
p_NYST5L,nysta
p_NYST5L,nyst
p_NYST5L,nys
p_NYST5L,nystatin oral suspension
p_NYSTC,mycostatin
p_NYSTC,nystatin cream
p_NYSTO,nystatin ointment
p_OCTR50I,octreotide acetate
p_OCTR50I,octreotide
p_OLAN2.5,olanzapine
p_OLAN5DTB,zydis
p_OLAN5DTB,olanzapi
p_OLAN5DTB,ola
p_OLAN5DTB,olan
p_OLAN5DTB,zyprex
p_OLAN5DTB,zyprexa zydis
p_OLAN5DTB,olanza
p_OLME20,benicar hct
p_OLME20,benicar
p_OLME20,olmesartan
p_OMEP20,prilosec
p_OMEP20,omeprazole
p_ONDA4ODT,ondansetron odt
p_ONDA4ODT,zofran odt
p_ONDA8ODT,ondanse
p_ONDA8ODT,ond
p_ONDA8ODT,ondanset
p_ONDAN4I,ondansetron hcl
p_ONDAN4I,ondansetron
p_ONDAN4I,zofran
p_ORBE5T,orabase benzocaine paste
p_ORBE5T,orabase
p_OSEL75,oseltamivir phosphate
p_OSEL75,tamiflu
p_OSEL75,oseltamivir
p_OXAC150,oxcarbazepine
p_OXAZ15,oxazepam
p_OXYB5,oxybutynin
p_OXYC40,oxycodone sr
p_OXYC5,oxycodone
p_OXYCO5L,oxycodone liquid
p_OXYCO5L,oxycodone hcl
p_OXYM15,oxymetazoline hcl
p_OXYM15,afrin
p_OXYM15,oxymeta
p_OXYM15,oxymetazoline
p_OXYM15,afrin sinus
p_PALINEO50I,neo*im*palivizumab
p_PALINEO50I,palivizumab
p_PAMI30I,pamidronate
p_PANC5000,panc
p_PANC5000,pancreaze
p_PANC5000,pancrelipase
p_PANCEC,pangestyme
p_PANCEC,pancrease
p_PANT40,pantoprazole
p_PANT40,pantoprazole sodium
p_PANT40,panto
p_PAPA30O,papain urea
p_PAPA30O,papain urea ointment
p_PAPA30O,accuzyme
p_PAPAIN2,papain solution
p_PAPAIN2,papin
p_PAPAIN2,papain
p_PARI5I,zemplar
p_PARI5I,paricalcitol
p_PARO10,paroxetine mesylate
p_PARO20,paroxetine hcl
p_PARO20,paroxetine
p_PB30EL,neo*iv*phenobarbital
p_PB30EL,phenobarbital elixir
p_PB60I,phenobarbital
p_PEDIVAC0.5I,hep dpat polio vaccine
p_PEDIVAC0.5I,dtap hepb ipv combined
p_PENT250,mesalamine
p_PENT250,mesalami
p_PENT250,pentasa
p_PENT300H,pentamidine
p_PENT300H,pentamidine inhalation
p_PENT400,pentoxifylline
p_PEPC20,famotidine
p_PEPC20,famoti
p_PEPC20,famo
p_PEPT240L,bismu
p_PEPT240L,bis
p_PEPT240L,bismuth subsalicy
p_PEPT240L,bismuth subsalicylate
p_PERC,percocet
p_PERC,oxycodone acetaminophen
p_PHEN100,phenazopyridine hcl
p_PHEN100,phenazopyridine
p_PHEN100I,phenytoin sodium
p_PHEN10I,phenylephrine hcl
p_PHEN10I,phenylephrine
p_PHEN50,dila
p_PHEN50,phenytoi
p_PHEN50,phenytoin infatab
p_PHEN50,phen
p_PHEN50,dil
p_PHEN50,dilan
p_PHEN50,phenytoin chewtabs
p_PHEN50,dilantin
p_PHEN50,dilantin infatabs
p_PHEN50,phenyto
p_PHENY100L,phenytoin
p_PHOS250,phosp
p_PHOS250,phospha neutral
p_PHOS250,phos
p_PHOS250,phosphorus
p_PHYT10I,phyton
p_PHYT10I,vitamin k1
p_PHYT10I,phytonadione
p_PHYT10I,phyto
p_PHYT1I,neo*sc*phytonadione
p_PIOG45,pioglitazone hcl
p_PIOG45,pioglitazone
p_PNEU.5I,neo*im*pneumococcal valent
p_PNEU25I,pneumococcal vac polyvalent
p_POLIOV,neo*sc*polio vaccine
p_POLY30O,bacitracin polymyxin ointment
p_POLYEO,bacitracin polymyxin sulfate opht. oint
p_POLYEO,bacitracin polymyxin
p_POLYEO,polysporin
p_POSA200L,posaconazole suspension
p_POSA200L,posaconazole
p_POTA20,potassium chl
p_POTA20,potassium ch
p_PPD,tuberculin protein
p_PRAM.25,mirapex
p_PRAM125,pramipexole
p_PRAM125,pramipexole dihydrochloride
p_PRAS10,prasugrel
p_PRAV20,pravastatin
p_PRAZ1,prazosin hcl
p_PRAZ1,prazosin
p_PRED125ES,prednisolone acetate ophth. susp.
p_PRED1ES,prednisolone acetate
p_PRED1ES,prednisol
p_PRED1ES,pred forte
p_PRED1ES,prednisolone
p_PRED20,prednis
p_PRED20,prednisone
p_PREG25,lyrica
p_PREG75,pregabalin
p_PREV60TP,prevident mint gel
p_PREV60TP,sodium fluoride
p_PRIM1I,milrinone
p_PRIM50,primidone
p_PROAIR8.5H,albuterol inhaler
p_PROAIR8.5H,proair hfa
p_PROC10,prochlorperazine maleate
p_PROM25I,promethazine
p_PROM25I,promethazine hcl
p_PROP10,propranolol
p_PROP10,proprano
p_PROP100IG,diprivan
p_PROP100IG,propofol
p_PROP150,propafenone hcl
p_PROP20,propranolol hcl
p_PROP500IG,propo
p_PROT50I,protamine sulfate
p_PROZ20,fluoxetine hcl
p_PROZ20,fluoxetine
p_PROZ20,prozac
p_PSEU30,pseudoephedrine
p_PSEU30,pseudoephedrine hcl
p_PSEU30,sudafed
p_PSYL1W,psyllium wafer
p_PYRI50,pyridoxine hcl
p_PYRI50,pyridoxine
p_PYRI60,pyridostigmine bromide
p_QUET25,quetiapine
p_QUET25,quetiapine fumarate
p_QUET25L,quetiapine oral suspension
p_QUIG324,quinidine gluconate
p_QUIG324,quinidine gluconate e.r.
p_QUIN20,quinapril
p_QUIN325,quinine sulfate
p_RACE0.5H,racepinephrine
p_RALO60,raloxifene hcl
p_RALO60,evista
p_RALO60,raloxifene
p_RALT400,raltegravir
p_RAMI5,ramipril
p_RAMI5,altace
p_RANI150,ranitidine
p_RANI150,ranitidine hcl
p_RANOL500,ranolazine
p_RANOL500,ranexa
p_REFRESH,polyvinyl alcohol povidone
p_REFRESH,refresh liquigel
p_REFRESH,artificial tears preserv. free
p_REFRESH,refresh p.m.
p_REFRESH,arti
p_REFRESH,polyvinyl alcohol
p_RENV800,sevelamer carbonate
p_RIFA200,rifaximin
p_RIFA300,rifampin
p_RISP05,risperidone
p_RISP05,risperidone oral solution
p_RISP05,risperdal
p_RITA10,methylphenidate
p_RITA5,methylphenidate hcl
p_RITO100,norvir
p_RITO100,ritonavir
p_ROCU100I,rocuronium
p_ROFE25,vioxx
p_ROFE25,rofecoxib
p_ROPI1,requip
p_ROPI1,ropinirole
p_ROPI25,ropinirole hcl
p_ROSI2,avandia
p_ROSI2,rosiglitazone maleate
p_ROSU20,rosuvastatin
p_ROSU5,rosuvastatin calcium
p_ROXIOS,oxycodone acetaminophen elixir
p_SALM50D,salmeterol xinafoate diskus
p_SALM50D,serevent diskus
p_SALM65H,salmeterol
p_SARNL,camphor menthol
p_SARNL,sarna lotion
p_SARNL,sarna
p_SCOP15P,scopolamine patch
p_SCOP15P,scopolamine base
p_SENN187,senna
p_SERT100,sertraline hcl
p_SERT100,sertraline
p_SEVE400,sevelamer hydrochloride
p_SEVE400,sevelame
p_SEVE400,renagel
p_SEVE400,sevelamer
p_SEVE800,sevelamer hcl
p_SEVE800,sevela
p_SILD20,rev
p_SILD20,reva
p_SILD20,sildenafil
p_SILD25,viagra
p_SILD25,sildenafil citrate
p_SILV1C,silver sulfadiazine cream
p_SILV1C,silver sulfadiazine
p_SIME80,simethicone
p_SIMU20I,basiliximab
p_SIMU20I,simulect
p_SIMV40,zocor
p_SIMV40,simvastatin
p_SINC50200,carbidopa levodopa cr
p_SINM25100,carbidopa levodopa
p_SINM25100,sinemet
p_SIRO1L,sirolimus
p_SODCIT3SYR,sodium citrate
p_SODCIT3SYR,sodium citrate dihydrate
p_SODCIT3SYR,citrate
p_SODI3N,sodium chloride inhalation soln
p_SODI65S,ocean
p_SODI65S,sodium chloride nasal
p_SOTA80,sotalol
p_SOTA80,sotalol af
p_SOTA80,sotalol hcl
p_SPIR25,spironolactone
p_SPIT,saliva substitute
p_SPIT,salivart
p_SPIT,artificial saliva
p_STLTP,collagenase
p_STLTP,collagenase oint
p_STLTP,santyl
p_SUCC20I,succinylcholine
p_SULF500,sulfasalazine
p_SULF500,sulfasalazine_
p_SUMA6V,sumatriptan succinate
p_T3,tylenol codeine
p_T3,acetaminophen codeine
p_T3/12.5ML,tylenol codeine elixir
p_T3/12.5ML,acetaminophen codeine elixir
p_TACR0.5,tacro
p_TACR1,tacrolimus
p_TACR1SM,tacroli
p_TACRSUSP,tacrolimus suspension
p_TACRSUSP,tacr
p_TAMO10,tamoxifen citrate
p_TAMS.4,flomax
p_TAMS.4,tamsulosin hcl
p_TAMS.4,tamsulosin
p_TBDX3.5O,tobramycin dexamethasone ophth oint
p_TDT5I,tetanus diphtheria toxoids td
p_TEMA15,temazepam
p_TENO300,tenofovir disoproxil
p_TENO300,tenofovir disoproxil fumarate
p_TENO300,tenofovir disoproxil fum.
p_TENO300,viread
p_TERAZ1,terazosin
p_TERAZ5,terazosin hcl
p_TERB1C,terbinafine cream
p_THIA100,thiamine hcl
p_THIAM100I,thiamine
p_THOR25,chlorpromazine
p_THOR25,chlorpromazine hcl
p_THRO5T,thrombin
p_TIAZ120,diltia
p_TIAZ180,diltiazem extended release
p_TIAZ180,dilt
p_TIAZ180,dilti
p_TIAZ180,tiazac
p_TIAZ240,diltiaz
p_TIMO25ES,timolol maleate
p_TIMO25ES,timolo
p_TIMO5ES,timop
p_TIMO5ES,timolol
p_TIMO5ES,timolol maleate gfs
p_TIOT,tiotropium bromide
p_TIOT,spiriva handihaler
p_TIZA2,tizanidine hcl
p_TIZA2,tizanidine
p_TOBR300H,tobramycin nacl
p_TOBR300H,tobramycin inhalation soln
p_TOBR300H,tobram
p_TOBR300H,tobramycin soln
p_TOBR80I,tobramycin
p_TOLT1,tolt
p_TOLT1,tolterodine
p_TOLT2,tol
p_TOLT2,detrol la
p_TOPI100,topiramate
p_TOPR100,toprol xl
p_TOPR100,metoprolo
p_TOPR50,metoprolol succinate xl
p_TOPR50,metoprolol xl
p_TORS20,torsemide
p_TRAM50,tramadol
p_TRAM50,ultram
p_TRAV004OS,travatan
p_TRAV004OS,travoprost
p_TRAZ50,trazodone
p_TRAZ50,trazodone hcl
p_TRAZ50,traz
p_TRIA.1/80C,triamcinolone ointment
p_TRIA0.1/80O,triamcinolone acetonide ointment
p_TRIAM30C,triamcinolone acetonide cream
p_TRIAM30C,triamcinolone cream
p_TRIF12.5I,aggrastat
p_TRUV200/300,truvada
p_TRUV200/300,emtricitabine tenofovir
p_TSMP,transplant self medication program
p_UNAS3I,ampicillin sulbactam
p_URSO250,urso forte
p_URSO300,ursodiol
c_V011,contact exposure tuberculosis
c_V0253,carrier suspected carrier methicillin susceptible staphylo
c_V0254,carrier suspected carrier methicillin resistant staphyloco
c_V0259,carrier suspected carrier specified bacterial diseas
c_V0262,hepatitis carrier
c_V029,carrier suspected carrier specified infectious organ
c_V0381,specified vaccinations against hemophilus influenza type
c_V0382,specified vaccinations against streptococcus pneumoniae p
c_V053,need prophylactic vaccination inoculation against viral
c_V061,need prophylactic vaccination inoculation against diphth
c_V066,need prophylactic vaccination inoculation against strept
c_V071,need desensitization allergens
c_V08,asymptomatic human immunodeficiency virus hiv infection status
c_V090,infection microorganisms resistant penicillins
c_V0980,infection microorganisms mention resistance
c_V0981,infection microorganisms resistance multiple drugs
c_V0991,infection drug-resistant microorganisms unspecified
c_V1000,personal history malignant neoplasm gastrointestinal tract
c_V1001,personal history malignant neoplasm tongue
c_V1002,personal history malignant neoplasm unspecified
c_V1003,personal history malignant neoplasm esophagus
c_V1004,personal history malignant neoplasm stomach
c_V1005,personal history malignant neoplasm large intestine
c_V1006,personal history malignant neoplasm rectum rectosigmoid
c_V1007,personal history malignant neoplasm liver
c_V1009,personal history malignant neoplasm gastrointestinal
c_V1011,personal history malignant neoplasm bronchus lung
c_V1021,personal history malignant neoplasm larynx
c_V103,personal history malignant neoplasm breast
c_V1041,personal history malignant neoplasm cervix uteri
c_V1042,personal history malignant neoplasm parts uterus
c_V1043,personal history malignant neoplasm ovary
c_V1044,personal history malignant neoplasm female genital
c_V1046,personal history malignant neoplasm prostate
c_V1047,personal history malignant neoplasm testis
c_V1049,personal history malignant neoplasm male genital org
c_V1051,personal history malignant neoplasm bladder
c_V1052,personal history malignant neoplasm kidney
c_V1061,personal history lymphoid leukemia
c_V1062,personal history myeloid leukemia
c_V1072,personal history hodgkins disease
c_V1079,personal history lymphatic hematopoietic neoplasms
c_V1082,personal history malignant melanoma skin
c_V1083,personal history malignant neoplasm skin
c_V1084,personal history malignant neoplasm eye
c_V1085,personal history malignant neoplasm brain
c_V1087,personal history malignant neoplasm thyroid
c_V1089,personal history malignant neoplasm sites
c_V1091,personal history malignant neuroendocrine tumor
c_V113,personal history alcoholism
c_V1201,personal history tuberculosis
c_V1202,personal history poliomyelitis
c_V1204,personal history methicillin resistant staphylococcus aureus
c_V1209,personal history infectious parasitic diseases
c_V1241,personal history benign neoplasm brain
c_V1242,personal history infections central nervous system
c_V1251,personal history venous thrombosis embolism
c_V1252,personal history thrombophlebitis
c_V1253,personal history sudden cardiac arrest
c_V1254,personal history transient ischemic attack tia cerebra
c_V1255,personal history pulmonary embolism
c_V1259,personal history diseases circulatory system
c_V1261,personal history pneumonia recurrent
c_V1271,personal history peptic ulcer disease
c_V1272,personal history colonic polyps
c_V1279,personal history diseases digestive system
c_V1301,personal history urinary calculi
c_V1302,personal history urinary tract infection
c_V1351,personal history pathologic fracture
c_V140,personal history allergy penicillin
c_V141,personal history allergy antibiotic agent
c_V142,personal history allergy sulfonamides
c_V145,personal history allergy narcotic agent
c_V146,personal history allergy analgesic agent
c_V148,personal history allergy specified medicinal agents
c_V1504,allergy seafood
c_V1505,allergy foods
c_V1507,allergy latex
c_V151,personal history surgery heart great vessels presenti
c_V1529,personal history surgery organs
c_V153,personal history irradiation presenting hazards health
c_V1541,history physical abuse
c_V1551,personal history traumatic fracture
c_V1552,personal history traumatic brain injury
c_V1581,personal history noncompliance medical treatment presen
c_V1582,personal history tobacco use
c_V1584,personal history contact suspected exposure asb
c_V1588,history fall
c_V160,family history malignant neoplasm gastrointestinal tract
c_V161,family history malignant neoplasm trachea bronchus l
c_V163,family history malignant neoplasm breast
c_V1641,family history malignant neoplasm ovary
c_V166,family history leukemia
c_V167,family history lymphatic hematopoietic neoplasms
c_V168,family history specified malignant neoplasm
c_V169,family history unspecified malignant neoplasm
c_V170,family history psychiatric condition
c_V171,family history stroke cerebrovascular
c_V173,family history ischemic heart disease
c_V1749,family history cardiovascular diseases
c_V180,family history diabetes mellitus
c_V183,family history blood disorders
c_V202,routine infant child health check
c_V2651,tubal ligation status
c_V290,observation suspected infectious condition
c_V293,observation suspected genetic metabolic condition
c_V298,observation specified suspected conditions
c_V3000,single liveborn born hospital delivered mention
c_V3001,single liveborn born hospital delivered cesarean section
c_V3100,twin birth mate liveborn born hospital delivered
c_V3101,twin birth mate liveborn born hospital delivered cesare
c_V3401,multiple birth three mates liveborn born i
c_V420,kidney replaced transplant
c_V422,heart valve replaced transplant
c_V425,cornea replaced transplant
c_V427,liver replaced transplant
c_V4281,bone marrow replaced transplant
c_V4282,peripheral stem cells replaced transplant
c_V4283,pancreas replaced transplant
c_V431,lens replaced means
c_V433,heart valve replaced means
c_V434,blood vessel replaced means
c_V4361,shoulder joint replacement
c_V4364,hip joint replacement
c_V4365,knee joint replacement
c_V440,tracheostomy status
c_V441,gastrostomy status
c_V442,ileostomy status
c_V443,colostomy status
c_V444,status artificial opening gastrointestinal tract
c_V4459,cystostomy
c_V446,artificial opening urinary tract status
c_V4501,cardiac pacemaker situ
c_V4502,automatic implantable cardiac defibrillator situ
c_V4509,specified cardiac device situ
c_V4511,renal dialysis status
c_V4512,noncompliance renal dialysis
c_V452,presence cerebrospinal fluid drainage device
c_V453,intestinal bypass anastomosis status
c_V454,arthrodesis status
c_V4561,cataract extraction status
c_V4571,acquired absence breast nipple
c_V4572,acquired absence intestine large small
c_V4573,acquired absence kidney
c_V4575,acquired absence organ stomach
c_V4576,acquired absence organ lung
c_V4577,acquired absence organ genital organs
c_V4578,acquired absence organ eye
c_V4579,acquired absence organ
c_V4581,aortocoronary bypass status
c_V4582,percutaneous transluminal coronary angioplasty status
c_V4585,insulin pump status
c_V4586,bariatric surgery status
c_V4588,status post administration tpa rtpa different facility
c_V4589,postprocedural status
c_V4611,dependence respirator status
c_V462,dependence machines supplemental oxygen
c_V463,wheelchair dependence
c_V4962,fingers amputation status
c_V4971,great toe amputation status
c_V4972,toes amputation status
c_V4973,foot amputation status
c_V4975,below knee amputation status
c_V4976,above knee amputation status
c_V4983,awaiting organ transplant status
c_V4984,bed confinement status
c_V4986,do resuscitate status
c_V4987,physical restraints status
c_V502,routine ritual circumcision
c_V5331,fitting adjustment cardiac pacemaker
c_V5332,fitting adjustment automatic implantable cardiac defibril
c_V5339,fitting adjustment cardiac device
c_V5411,aftercare healing traumatic fracture upper arm
c_V5413,aftercare healing traumatic fracture hip
c_V5416,aftercare healing traumatic fracture lower leg
c_V5417,aftercare healing traumatic fracture vertebrae
c_V5419,aftercare healing traumatic fracture bone
c_V5481,aftercare following joint replacement
c_V5489,orthopedic aftercare
c_V550,attention tracheostomy
c_V551,attention gastrostomy
c_V552,attention ileostomy
c_V553,attention colostomy
c_V554,attention artificial opening digestive tract
c_V555,attention cystostomy
c_V556,attention artificial opening urinary tract
c_V560,encounter extracorporeal dialysis
c_V5811,encounter antineoplastic chemotherapy
c_V5812,encounter antineoplastic immunotherapy
c_V5831,encounter change removal surgical wound dressing
c_V5861,long-term current use anticoagulants
c_V5862,long-term current use antibiotics
c_V5863,long-term current use antiplateletantithrombotic
c_V5865,long-term current use steroids
c_V5866,long-term current use aspirin
c_V5867,long-term current use insulin
c_V5869,long-term current use medications
c_V5883,encounter therapeutic drug monitoring
c_V596,liver donors
c_V600,lack housing
c_V620,unemployment
c_V625,legal circumstances
c_V6284,suicidal ideation
c_V632,person awaiting admission adequate facility elsewhere
c_V641,surgical procedure carried out because contraind
c_V642,surgical procedure carried out because patients
c_V643,procedure carried out reasons
c_V6441,laparoscopic surgical procedure converted open procedure
c_V6442,thoracoscopic surgical procedure converted open procedure
c_V652,person feigning illness
c_V6549,specified counseling
c_V667,encounter palliative care
c_V707,examination participant clinical trial
c_V714,observation following accident
c_V850,body mass index less adult
c_V851,body mass index between adult
c_V8524,body mass index adult
c_V8545,body mass index over adult
c_V8741,personal history antineoplastic chemotherapy
c_V8801,acquired absence both cervix uterus
p_VAL250L,valp
p_VAL250L,valpro
p_VAL250L,valproi
p_VAL250L,valproate sodium
p_VAL250L,valpr
p_VAL250L,depak
p_VAL250L,valproic
p_VAL250L,valproic acid
p_VAL250L,valproate
p_VALA500,valacyclovir hcl
